tau_drug,tau_kraken,accuracy,macro_f1,kraken_sens,kraken_spec,none_sens,none_spec,triton_sens,triton_spec,coral_sens,coral_spec
0.27,0.65,0.31417624521072796,0.3103051241186353,0.3103448275862069,0.7733990147783252,0.11538461538461539,0.9554140127388535,0.5294117647058824,0.7142857142857143,0.5208333333333334,0.6901408450704225
0.27,0.67,0.31800766283524906,0.3136788272344111,0.3103448275862069,0.7931034482758621,0.11538461538461539,0.9554140127388535,0.5294117647058824,0.7047619047619048,0.5416666666666666,0.6854460093896714
0.27,0.69,0.31417624521072796,0.3086035546462935,0.27586206896551724,0.8275862068965517,0.11538461538461539,0.9554140127388535,0.5294117647058824,0.7047619047619048,0.5625,0.647887323943662
0.27,0.71,0.3103448275862069,0.30416181125914477,0.25862068965517243,0.8522167487684729,0.11538461538461539,0.9554140127388535,0.5294117647058824,0.6857142857142857,0.5625,0.6384976525821596
0.27,0.73,0.2950191570881226,0.28452516904269903,0.1896551724137931,0.8669950738916257,0.11538461538461539,0.9554140127388535,0.5294117647058824,0.6761904761904762,0.5625,0.6150234741784038
0.27,0.75,0.2835249042145594,0.2683277479771382,0.13793103448275862,0.8768472906403941,0.11538461538461539,0.9554140127388535,0.5294117647058824,0.6666666666666666,0.5625,0.6009389671361502
0.27,0.77,0.27586206896551724,0.25621582019982925,0.10344827586206896,0.9014778325123153,0.11538461538461539,0.9554140127388535,0.5294117647058824,0.6523809523809524,0.5625,0.5821596244131455
0.27,0.79,0.2681992337164751,0.24234275886714912,0.06896551724137931,0.9359605911330049,0.11538461538461539,0.9554140127388535,0.5294117647058824,0.6285714285714286,0.5625,0.5633802816901409
0.27,0.81,0.2681992337164751,0.24222763317510038,0.06896551724137931,0.9408866995073891,0.11538461538461539,0.9554140127388535,0.5294117647058824,0.6285714285714286,0.5625,0.5586854460093896
0.27,0.83,0.2681992337164751,0.24204409554217,0.06896551724137931,0.9507389162561576,0.11538461538461539,0.9554140127388535,0.5294117647058824,0.6285714285714286,0.5625,0.5492957746478874
0.27,0.85,0.26436781609195403,0.23391744261307562,0.05172413793103448,0.9753694581280788,0.11538461538461539,0.9554140127388535,0.5294117647058824,0.6095238095238096,0.5625,0.539906103286385
0.27,0.87,0.26436781609195403,0.22865946366086537,0.034482758620689655,0.9852216748768473,0.11538461538461539,0.9554140127388535,0.5490196078431373,0.6047619047619047,0.5625,0.5352112676056338
0.27,0.89,0.26436781609195403,0.22838529751164155,0.034482758620689655,0.9901477832512315,0.11538461538461539,0.9554140127388535,0.5490196078431373,0.6,0.5625,0.5352112676056338
0.27,0.91,0.26053639846743293,0.21992926967144177,0.017241379310344827,0.9901477832512315,0.11538461538461539,0.9554140127388535,0.5490196078431373,0.5952380952380952,0.5625,0.5352112676056338
0.27,0.93,0.26053639846743293,0.21954851288324795,0.017241379310344827,0.9950738916256158,0.11538461538461539,0.9554140127388535,0.5490196078431373,0.5904761904761905,0.5625,0.5352112676056338
0.27,0.95,0.2567049808429119,0.21033351810790835,0.0,1.0,0.11538461538461539,0.9554140127388535,0.5490196078431373,0.5904761904761905,0.5625,0.5258215962441315
0.29,0.05,0.2260536398467433,0.13088497431057985,0.7758620689655172,0.08374384236453201,0.1346153846153846,0.910828025477707,0.0,1.0,0.0,0.9906103286384976
0.29,0.07,0.2260536398467433,0.13115530303030304,0.7758620689655172,0.08866995073891626,0.1346153846153846,0.910828025477707,0.0,0.9952380952380953,0.0,0.9906103286384976
0.29,0.09,0.2222222222222222,0.13022328548644338,0.7586206896551724,0.09852216748768473,0.1346153846153846,0.910828025477707,0.0,0.9857142857142858,0.0,0.9859154929577465
0.29,0.11,0.2260536398467433,0.14009404780148366,0.7586206896551724,0.11822660098522167,0.1346153846153846,0.910828025477707,0.0196078431372549,0.9761904761904762,0.0,0.9812206572769953
0.29,0.13,0.2222222222222222,0.15345348154670188,0.7068965517241379,0.1330049261083744,0.1346153846153846,0.910828025477707,0.0392156862745098,0.9714285714285714,0.020833333333333332,0.9671361502347418
0.29,0.15,0.2260536398467433,0.16176004384811418,0.7068965517241379,0.1477832512315271,0.1346153846153846,0.910828025477707,0.058823529411764705,0.9666666666666667,0.020833333333333332,0.9624413145539906
0.29,0.17,0.23754789272030652,0.18551699872454588,0.7068965517241379,0.18226600985221675,0.1346153846153846,0.910828025477707,0.09803921568627451,0.9571428571428572,0.041666666666666664,0.9530516431924883
0.29,0.19,0.2413793103448276,0.1928347111459066,0.7068965517241379,0.20689655172413793,0.1346153846153846,0.910828025477707,0.09803921568627451,0.9428571428571428,0.0625,0.9483568075117371
0.29,0.21,0.2567049808429119,0.22558056632207787,0.6896551724137931,0.24630541871921183,0.1346153846153846,0.910828025477707,0.1568627450980392,0.9380952380952381,0.10416666666666667,0.9342723004694836
0.29,0.23,0.2681992337164751,0.24840333597494244,0.6724137931034483,0.2857142857142857,0.1346153846153846,0.910828025477707,0.17647058823529413,0.9285714285714286,0.16666666666666666,0.92018779342723
0.29,0.25,0.2681992337164751,0.25560572023184347,0.6206896551724138,0.3399014778325123,0.1346153846153846,0.910828025477707,0.21568627450980393,0.9142857142857143,0.1875,0.8826291079812206
0.29,0.27,0.2720306513409962,0.2628857909629322,0.603448275862069,0.3645320197044335,0.1346153846153846,0.910828025477707,0.21568627450980393,0.9047619047619048,0.22916666666666666,0.8732394366197183
0.29,0.29,0.2796934865900383,0.27174723424723424,0.603448275862069,0.39408866995073893,0.1346153846153846,0.910828025477707,0.21568627450980393,0.8952380952380953,0.2708333333333333,0.863849765258216
0.29,0.31,0.28735632183908044,0.28498211662242806,0.5689655172413793,0.42857142857142855,0.1346153846153846,0.910828025477707,0.23529411764705882,0.8904761904761904,0.3333333333333333,0.8450704225352113
0.29,0.33,0.2950191570881226,0.29957547943425367,0.5344827586206896,0.4482758620689655,0.1346153846153846,0.910828025477707,0.3137254901960784,0.8809523809523809,0.3333333333333333,0.8450704225352113
0.29,0.35,0.30268199233716475,0.307668200987314,0.5344827586206896,0.4729064039408867,0.1346153846153846,0.910828025477707,0.3333333333333333,0.8809523809523809,0.3541666666666667,0.8309859154929577
0.29,0.37,0.3103448275862069,0.31776356661203037,0.5172413793103449,0.49261083743842365,0.1346153846153846,0.910828025477707,0.39215686274509803,0.8714285714285714,0.3541666666666667,0.8309859154929577
0.29,0.39,0.31417624521072796,0.3212062788596563,0.5172413793103449,0.5073891625615764,0.1346153846153846,0.910828025477707,0.39215686274509803,0.8666666666666667,0.375,0.8262910798122066
0.29,0.41,0.3065134099616858,0.31483758177306564,0.4827586206896552,0.5073891625615764,0.1346153846153846,0.910828025477707,0.39215686274509803,0.861904761904762,0.375,0.8215962441314554
0.29,0.43,0.31417624521072796,0.3223017283312125,0.4827586206896552,0.5320197044334976,0.1346153846153846,0.910828025477707,0.4117647058823529,0.861904761904762,0.3958333333333333,0.8075117370892019
0.29,0.45,0.3218390804597701,0.3298315556419884,0.4827586206896552,0.5517241379310345,0.1346153846153846,0.910828025477707,0.43137254901960786,0.8571428571428571,0.4166666666666667,0.8028169014084507
0.29,0.47,0.32567049808429116,0.3325186461673868,0.46551724137931033,0.5862068965517241,0.1346153846153846,0.910828025477707,0.47058823529411764,0.8428571428571429,0.4166666666666667,0.7887323943661971
0.29,0.49,0.3218390804597701,0.3264220245837893,0.4482758620689655,0.625615763546798,0.1346153846153846,0.910828025477707,0.47058823529411764,0.8285714285714286,0.4166666666666667,0.7605633802816901
0.29,0.51,0.32950191570881227,0.3345255079126047,0.43103448275862066,0.645320197044335,0.1346153846153846,0.910828025477707,0.47058823529411764,0.8285714285714286,0.4791666666666667,0.7511737089201878
0.29,0.53,0.3218390804597701,0.32636778524936416,0.3793103448275862,0.6650246305418719,0.1346153846153846,0.910828025477707,0.47058823529411764,0.8142857142857143,0.5,0.7370892018779343
0.29,0.55,0.32567049808429116,0.32750715665897423,0.3793103448275862,0.7142857142857143,0.1346153846153846,0.910828025477707,0.49019607843137253,0.780952380952381,0.5,0.7276995305164319
0.29,0.57,0.3103448275862069,0.31132756132756134,0.3103448275862069,0.7241379310344828,0.1346153846153846,0.910828025477707,0.49019607843137253,0.7619047619047619,0.5,0.7183098591549296
0.29,0.59,0.3065134099616858,0.30568375484164956,0.27586206896551724,0.7487684729064039,0.1346153846153846,0.910828025477707,0.5098039215686274,0.7333333333333333,0.5,0.7183098591549296
0.29,0.61,0.2988505747126437,0.29633095662507425,0.2413793103448276,0.7684729064039408,0.1346153846153846,0.910828025477707,0.5098039215686274,0.719047619047619,0.5,0.704225352112676
0.29,0.63,0.30268199233716475,0.2996348029624114,0.2413793103448276,0.7783251231527094,0.1346153846153846,0.910828025477707,0.5294117647058824,0.719047619047619,0.5,0.6995305164319249
0.29,0.65,0.30268199233716475,0.29845364399140145,0.22413793103448276,0.7881773399014779,0.1346153846153846,0.910828025477707,0.5294117647058824,0.7142857142857143,0.5208333333333334,0.6948356807511737
0.29,0.67,0.3065134099616858,0.3014069264069264,0.22413793103448276,0.8078817733990148,0.1346153846153846,0.910828025477707,0.5294117647058824,0.7047619047619048,0.5416666666666666,0.6901408450704225
0.29,0.69,0.2988505747126437,0.2912182809241633,0.1896551724137931,0.8374384236453202,0.1346153846153846,0.910828025477707,0.5294117647058824,0.7047619047619048,0.5416666666666666,0.6525821596244131
0.29,0.71,0.2950191570881226,0.28557501693053133,0.1724137931034483,0.8571428571428571,0.1346153846153846,0.910828025477707,0.5294117647058824,0.6857142857142857,0.5416666666666666,0.647887323943662
0.29,0.73,0.2796934865900383,0.26324497420387827,0.10344827586206896,0.8719211822660099,0.1346153846153846,0.910828025477707,0.5294117647058824,0.6761904761904762,0.5416666666666666,0.6244131455399061
0.29,0.75,0.2720306513409962,0.25083566653334094,0.06896551724137931,0.8817733990147784,0.1346153846153846,0.910828025477707,0.5294117647058824,0.6666666666666666,0.5416666666666666,0.6150234741784038
0.29,0.77,0.2720306513409962,0.24948266734430258,0.06896551724137931,0.9064039408866995,0.1346153846153846,0.910828025477707,0.5294117647058824,0.6571428571428571,0.5416666666666666,0.6009389671361502
0.29,0.79,0.2681992337164751,0.24120982454315787,0.05172413793103448,0.9359605911330049,0.1346153846153846,0.910828025477707,0.5294117647058824,0.638095238095238,0.5416666666666666,0.5868544600938967
0.29,0.81,0.2681992337164751,0.24099518712511403,0.05172413793103448,0.9408866995073891,0.1346153846153846,0.910828025477707,0.5294117647058824,0.638095238095238,0.5416666666666666,0.5821596244131455
0.29,0.83,0.2681992337164751,0.24060728004389975,0.05172413793103448,0.9507389162561576,0.1346153846153846,0.910828025477707,0.5294117647058824,0.638095238095238,0.5416666666666666,0.5727699530516432
0.29,0.85,0.26436781609195403,0.2317022677668475,0.034482758620689655,0.9753694581280788,0.1346153846153846,0.910828025477707,0.5294117647058824,0.6190476190476191,0.5416666666666666,0.5633802816901409
0.29,0.87,0.26436781609195403,0.22597577154028767,0.017241379310344827,0.9852216748768473,0.1346153846153846,0.910828025477707,0.5490196078431373,0.6142857142857143,0.5416666666666666,0.5586854460093896
0.29,0.89,0.26436781609195403,0.22556449846186127,0.017241379310344827,0.9901477832512315,0.1346153846153846,0.910828025477707,0.5490196078431373,0.6095238095238096,0.5416666666666666,0.5586854460093896
0.29,0.91,0.26436781609195403,0.22556449846186127,0.017241379310344827,0.9901477832512315,0.1346153846153846,0.910828025477707,0.5490196078431373,0.6095238095238096,0.5416666666666666,0.5586854460093896
0.29,0.93,0.26436781609195403,0.2251643418310085,0.017241379310344827,0.9950738916256158,0.1346153846153846,0.910828025477707,0.5490196078431373,0.6047619047619047,0.5416666666666666,0.5586854460093896
0.29,0.95,0.26053639846743293,0.2159206443520169,0.0,1.0,0.1346153846153846,0.910828025477707,0.5490196078431373,0.6047619047619047,0.5416666666666666,0.5492957746478874
0.31,0.05,0.24521072796934865,0.1494934143870314,0.7586206896551724,0.12315270935960591,0.19230769230769232,0.89171974522293,0.0,1.0,0.0,0.9906103286384976
0.31,0.07,0.24521072796934865,0.14977503241058493,0.7586206896551724,0.12807881773399016,0.19230769230769232,0.89171974522293,0.0,0.9952380952380953,0.0,0.9906103286384976
0.31,0.09,0.2413793103448276,0.14882053654024052,0.7413793103448276,0.13793103448275862,0.19230769230769232,0.89171974522293,0.0,0.9857142857142858,0.0,0.9859154929577465
0.31,0.11,0.24521072796934865,0.15873803328722305,0.7413793103448276,0.15763546798029557,0.19230769230769232,0.89171974522293,0.0196078431372549,0.9761904761904762,0.0,0.9812206572769953
0.31,0.13,0.2413793103448276,0.17198767971135917,0.6896551724137931,0.1724137931034483,0.19230769230769232,0.89171974522293,0.0392156862745098,0.9714285714285714,0.020833333333333332,0.9671361502347418
0.31,0.15,0.24521072796934865,0.18032970695101633,0.6896551724137931,0.18719211822660098,0.19230769230769232,0.89171974522293,0.058823529411764705,0.9666666666666667,0.020833333333333332,0.9624413145539906
0.31,0.17,0.2567049808429119,0.20417519094380795,0.6896551724137931,0.22167487684729065,0.19230769230769232,0.89171974522293,0.09803921568627451,0.9571428571428572,0.041666666666666664,0.9530516431924883
0.31,0.19,0.26053639846743293,0.21156151498545098,0.6896551724137931,0.24630541871921183,0.19230769230769232,0.89171974522293,0.09803921568627451,0.9428571428571428,0.0625,0.9483568075117371
0.31,0.21,0.27586206896551724,0.2443694866036735,0.6724137931034483,0.2857142857142857,0.19230769230769232,0.89171974522293,0.1568627450980392,0.9380952380952381,0.10416666666666667,0.9342723004694836
0.31,0.23,0.28735632183908044,0.26726157074123047,0.6551724137931034,0.3251231527093596,0.19230769230769232,0.89171974522293,0.17647058823529413,0.9285714285714286,0.16666666666666666,0.92018779342723
0.31,0.25,0.28735632183908044,0.27445871039517744,0.603448275862069,0.3793103448275862,0.19230769230769232,0.89171974522293,0.21568627450980393,0.9142857142857143,0.1875,0.8826291079812206
0.31,0.27,0.29118773946360155,0.2817608514921731,0.5862068965517241,0.4039408866995074,0.19230769230769232,0.89171974522293,0.21568627450980393,0.9047619047619048,0.22916666666666666,0.8732394366197183
0.31,0.29,0.2988505747126437,0.2907460023787498,0.5862068965517241,0.43349753694581283,0.19230769230769232,0.89171974522293,0.21568627450980393,0.8952380952380953,0.2708333333333333,0.863849765258216
0.31,0.31,0.3065134099616858,0.3039717352882725,0.5517241379310345,0.46798029556650245,0.19230769230769232,0.89171974522293,0.23529411764705882,0.8904761904761904,0.3333333333333333,0.8450704225352113
0.31,0.33,0.31417624521072796,0.31847773435885696,0.5172413793103449,0.4876847290640394,0.19230769230769232,0.89171974522293,0.3137254901960784,0.8809523809523809,0.3333333333333333,0.8450704225352113
0.31,0.35,0.3218390804597701,0.3266921548628681,0.5172413793103449,0.5123152709359606,0.19230769230769232,0.89171974522293,0.3333333333333333,0.8809523809523809,0.3541666666666667,0.8309859154929577
0.31,0.37,0.32950191570881227,0.3367915476540473,0.5,0.5320197044334976,0.19230769230769232,0.89171974522293,0.39215686274509803,0.8714285714285714,0.3541666666666667,0.8309859154929577
0.31,0.39,0.3333333333333333,0.34031631419458164,0.5,0.5467980295566502,0.19230769230769232,0.89171974522293,0.39215686274509803,0.8666666666666667,0.375,0.8262910798122066
0.31,0.41,0.32567049808429116,0.33373163379474236,0.46551724137931033,0.5467980295566502,0.19230769230769232,0.89171974522293,0.39215686274509803,0.861904761904762,0.375,0.8215962441314554
0.31,0.43,0.3333333333333333,0.341333716911193,0.46551724137931033,0.5714285714285714,0.19230769230769232,0.89171974522293,0.4117647058823529,0.861904761904762,0.3958333333333333,0.8075117370892019
0.31,0.45,0.34099616858237547,0.348984336086691,0.46551724137931033,0.5911330049261084,0.19230769230769232,0.89171974522293,0.43137254901960786,0.8571428571428571,0.4166666666666667,0.8028169014084507
0.31,0.47,0.34099616858237547,0.3476395381657673,0.4482758620689655,0.6206896551724138,0.19230769230769232,0.89171974522293,0.45098039215686275,0.8428571428571429,0.4166666666666667,0.7887323943661971
0.31,0.49,0.3371647509578544,0.3417378959116987,0.43103448275862066,0.6600985221674877,0.19230769230769232,0.89171974522293,0.45098039215686275,0.8285714285714286,0.4166666666666667,0.7605633802816901
0.31,0.51,0.3448275862068966,0.3498420289061528,0.41379310344827586,0.6798029556650246,0.19230769230769232,0.89171974522293,0.45098039215686275,0.8285714285714286,0.4791666666666667,0.7511737089201878
0.31,0.53,0.3371647509578544,0.3414418973200276,0.3620689655172414,0.6995073891625616,0.19230769230769232,0.89171974522293,0.45098039215686275,0.8142857142857143,0.5,0.7370892018779343
0.31,0.55,0.34099616858237547,0.3431724626115342,0.3620689655172414,0.7487684729064039,0.19230769230769232,0.89171974522293,0.47058823529411764,0.780952380952381,0.5,0.7276995305164319
0.31,0.57,0.32567049808429116,0.32637946382146793,0.29310344827586204,0.7586206896551724,0.19230769230769232,0.89171974522293,0.47058823529411764,0.7619047619047619,0.5,0.7183098591549296
0.31,0.59,0.3218390804597701,0.32063061052422753,0.25862068965517243,0.7832512315270936,0.19230769230769232,0.89171974522293,0.49019607843137253,0.7333333333333333,0.5,0.7183098591549296
0.31,0.61,0.31417624521072796,0.31096202585564287,0.22413793103448276,0.8029556650246306,0.19230769230769232,0.89171974522293,0.49019607843137253,0.719047619047619,0.5,0.704225352112676
0.31,0.63,0.31800766283524906,0.31437854275030336,0.22413793103448276,0.812807881773399,0.19230769230769232,0.89171974522293,0.5098039215686274,0.719047619047619,0.5,0.6995305164319249
0.31,0.65,0.31800766283524906,0.31299598049434113,0.20689655172413793,0.8226600985221675,0.19230769230769232,0.89171974522293,0.5098039215686274,0.7142857142857143,0.5208333333333334,0.6948356807511737
0.31,0.67,0.3218390804597701,0.3161278379406255,0.20689655172413793,0.8423645320197044,0.19230769230769232,0.89171974522293,0.5098039215686274,0.7047619047619048,0.5416666666666666,0.6901408450704225
0.31,0.69,0.31417624521072796,0.30547649287125794,0.1724137931034483,0.8719211822660099,0.19230769230769232,0.89171974522293,0.5098039215686274,0.7047619047619048,0.5416666666666666,0.6525821596244131
0.31,0.71,0.3103448275862069,0.29975966887863803,0.15517241379310345,0.8817733990147784,0.19230769230769232,0.89171974522293,0.5098039215686274,0.6904761904761905,0.5416666666666666,0.6525821596244131
0.31,0.73,0.2950191570881226,0.276210161692014,0.08620689655172414,0.8916256157635468,0.19230769230769232,0.89171974522293,0.5098039215686274,0.6857142857142857,0.5416666666666666,0.6291079812206573
0.31,0.75,0.28735632183908044,0.26296664448984997,0.05172413793103448,0.9014778325123153,0.19230769230769232,0.89171974522293,0.5098039215686274,0.6761904761904762,0.5416666666666666,0.6197183098591549
0.31,0.77,0.28735632183908044,0.2616404272164828,0.05172413793103448,0.9211822660098522,0.19230769230769232,0.89171974522293,0.5098039215686274,0.6666666666666666,0.5416666666666666,0.6103286384976526
0.31,0.79,0.2835249042145594,0.25323854766046655,0.034482758620689655,0.9408866995073891,0.19230769230769232,0.89171974522293,0.5098039215686274,0.6523809523809524,0.5416666666666666,0.6009389671361502
0.31,0.81,0.2835249042145594,0.25292315952452304,0.034482758620689655,0.9458128078817734,0.19230769230769232,0.89171974522293,0.5098039215686274,0.6523809523809524,0.5416666666666666,0.596244131455399
0.31,0.83,0.2835249042145594,0.2523283196857048,0.034482758620689655,0.9556650246305419,0.19230769230769232,0.89171974522293,0.5098039215686274,0.6523809523809524,0.5416666666666666,0.5868544600938967
0.31,0.85,0.2796934865900383,0.24254237085062202,0.017241379310344827,0.9802955665024631,0.19230769230769232,0.89171974522293,0.5098039215686274,0.6333333333333333,0.5416666666666666,0.5774647887323944
0.31,0.87,0.2796934865900383,0.24212576236949745,0.017241379310344827,0.9852216748768473,0.19230769230769232,0.89171974522293,0.5098039215686274,0.6285714285714286,0.5416666666666666,0.5774647887323944
0.31,0.89,0.2796934865900383,0.2417203331433384,0.017241379310344827,0.9901477832512315,0.19230769230769232,0.89171974522293,0.5098039215686274,0.6238095238095238,0.5416666666666666,0.5774647887323944
0.31,0.91,0.2796934865900383,0.2417203331433384,0.017241379310344827,0.9901477832512315,0.19230769230769232,0.89171974522293,0.5098039215686274,0.6238095238095238,0.5416666666666666,0.5774647887323944
0.31,0.93,0.2796934865900383,0.24132615960256365,0.017241379310344827,0.9950738916256158,0.19230769230769232,0.89171974522293,0.5098039215686274,0.6190476190476191,0.5416666666666666,0.5774647887323944
0.31,0.95,0.27586206896551724,0.23203778659835167,0.0,1.0,0.19230769230769232,0.89171974522293,0.5098039215686274,0.6190476190476191,0.5416666666666666,0.568075117370892
0.33,0.05,0.2681992337164751,0.16842391842391843,0.7586206896551724,0.15763546798029557,0.25,0.8853503184713376,0.0,1.0,0.0,0.9906103286384976
0.33,0.07,0.2681992337164751,0.16872019077901432,0.7586206896551724,0.1625615763546798,0.25,0.8853503184713376,0.0,0.9952380952380953,0.0,0.9906103286384976
0.33,0.09,0.26436781609195403,0.16776348839545865,0.7413793103448276,0.1724137931034483,0.25,0.8853503184713376,0.0,0.9857142857142858,0.0,0.9859154929577465
0.33,0.11,0.2681992337164751,0.17774184313409735,0.7413793103448276,0.1921182266009852,0.25,0.8853503184713376,0.0196078431372549,0.9761904761904762,0.0,0.9812206572769953
0.33,0.13,0.26436781609195403,0.19093563902885938,0.6896551724137931,0.20689655172413793,0.25,0.8853503184713376,0.0392156862745098,0.9714285714285714,0.020833333333333332,0.9671361502347418
0.33,0.15,0.2681992337164751,0.19932493159682546,0.6896551724137931,0.22167487684729065,0.25,0.8853503184713376,0.058823529411764705,0.9666666666666667,0.020833333333333332,0.9624413145539906
0.33,0.17,0.2796934865900383,0.2232873281066052,0.6896551724137931,0.2561576354679803,0.25,0.8853503184713376,0.09803921568627451,0.9571428571428572,0.041666666666666664,0.9530516431924883
0.33,0.19,0.2835249042145594,0.23076330522204166,0.6896551724137931,0.28078817733990147,0.25,0.8853503184713376,0.09803921568627451,0.9428571428571428,0.0625,0.9483568075117371
0.33,0.21,0.2988505747126437,0.2636855496334696,0.6724137931034483,0.32019704433497537,0.25,0.8853503184713376,0.1568627450980392,0.9380952380952381,0.10416666666666667,0.9342723004694836
0.33,0.23,0.3103448275862069,0.28670315484596004,0.6551724137931034,0.35960591133004927,0.25,0.8853503184713376,0.17647058823529413,0.9285714285714286,0.16666666666666666,0.92018779342723
0.33,0.25,0.3103448275862069,0.2940130564296464,0.603448275862069,0.41379310344827586,0.25,0.8853503184713376,0.21568627450980393,0.9142857142857143,0.1875,0.8826291079812206
0.33,0.27,0.31417624521072796,0.3013887687862984,0.5862068965517241,0.43842364532019706,0.25,0.8853503184713376,0.21568627450980393,0.9047619047619048,0.22916666666666666,0.8732394366197183
0.33,0.29,0.3218390804597701,0.31053625053625056,0.5862068965517241,0.46798029556650245,0.25,0.8853503184713376,0.21568627450980393,0.8952380952380953,0.2708333333333333,0.863849765258216
0.33,0.31,0.32950191570881227,0.3238491400102801,0.5517241379310345,0.5024630541871922,0.25,0.8853503184713376,0.23529411764705882,0.8904761904761904,0.3333333333333333,0.8450704225352113
0.33,0.33,0.3371647509578544,0.33834966746217304,0.5172413793103449,0.5221674876847291,0.25,0.8853503184713376,0.3137254901960784,0.8809523809523809,0.3333333333333333,0.8450704225352113
0.33,0.35,0.3448275862068966,0.34672743647512094,0.5172413793103449,0.5467980295566502,0.25,0.8853503184713376,0.3333333333333333,0.8809523809523809,0.3541666666666667,0.8309859154929577
0.33,0.37,0.3524904214559387,0.3568942128630955,0.5,0.5665024630541872,0.25,0.8853503184713376,0.39215686274509803,0.8714285714285714,0.3541666666666667,0.8309859154929577
0.33,0.39,0.3563218390804598,0.36052890520603326,0.5,0.5812807881773399,0.25,0.8853503184713376,0.39215686274509803,0.8666666666666667,0.375,0.8262910798122066
0.33,0.41,0.3486590038314176,0.3537880640821818,0.46551724137931033,0.5812807881773399,0.25,0.8853503184713376,0.39215686274509803,0.861904761904762,0.375,0.8215962441314554
0.33,0.43,0.3563218390804598,0.3615793786585866,0.46551724137931033,0.6059113300492611,0.25,0.8853503184713376,0.4117647058823529,0.861904761904762,0.3958333333333333,0.8075117370892019
0.33,0.45,0.36398467432950193,0.3693939769288017,0.46551724137931033,0.625615763546798,0.25,0.8853503184713376,0.43137254901960786,0.8571428571428571,0.4166666666666667,0.8028169014084507
0.33,0.47,0.36398467432950193,0.36822563298867994,0.4482758620689655,0.6551724137931034,0.25,0.8853503184713376,0.45098039215686275,0.8428571428571429,0.4166666666666667,0.7887323943661971
0.33,0.49,0.36015325670498083,0.3626238023803947,0.43103448275862066,0.6945812807881774,0.25,0.8853503184713376,0.45098039215686275,0.8285714285714286,0.4166666666666667,0.7605633802816901
0.33,0.51,0.367816091954023,0.37083951358144907,0.41379310344827586,0.7142857142857143,0.25,0.8853503184713376,0.45098039215686275,0.8285714285714286,0.4791666666666667,0.7511737089201878
0.33,0.53,0.36015325670498083,0.36230511776331525,0.3620689655172414,0.7339901477832512,0.25,0.8853503184713376,0.45098039215686275,0.8142857142857143,0.5,0.7370892018779343
0.33,0.55,0.36398467432950193,0.364684937523075,0.3620689655172414,0.7832512315270936,0.25,0.8853503184713376,0.47058823529411764,0.780952380952381,0.5,0.7276995305164319
0.33,0.57,0.3486590038314176,0.34739650139650147,0.29310344827586204,0.7931034482758621,0.25,0.8853503184713376,0.47058823529411764,0.7619047619047619,0.5,0.7183098591549296
0.33,0.59,0.3448275862068966,0.3416257166257166,0.25862068965517243,0.8177339901477833,0.25,0.8853503184713376,0.49019607843137253,0.7333333333333333,0.5,0.7183098591549296
0.33,0.61,0.3371647509578544,0.3318193193193193,0.22413793103448276,0.8374384236453202,0.25,0.8853503184713376,0.49019607843137253,0.719047619047619,0.5,0.704225352112676
0.33,0.63,0.3371647509578544,0.33177252066458235,0.22413793103448276,0.8423645320197044,0.25,0.8853503184713376,0.49019607843137253,0.719047619047619,0.5,0.6995305164319249
0.33,0.65,0.3371647509578544,0.33032931268864774,0.20689655172413793,0.8522167487684729,0.25,0.8853503184713376,0.49019607843137253,0.7142857142857143,0.5208333333333334,0.6948356807511737
0.33,0.67,0.34099616858237547,0.33379152671048223,0.20689655172413793,0.8669950738916257,0.25,0.8853503184713376,0.49019607843137253,0.7095238095238096,0.5416666666666666,0.6901408450704225
0.33,0.69,0.3333333333333333,0.3230648645857125,0.1724137931034483,0.8866995073891626,0.25,0.8853503184713376,0.49019607843137253,0.7095238095238096,0.5416666666666666,0.6619718309859155
0.33,0.71,0.32950191570881227,0.31736878903501464,0.15517241379310345,0.8916256157635468,0.25,0.8853503184713376,0.49019607843137253,0.7,0.5416666666666666,0.6619718309859155
0.33,0.73,0.31417624521072796,0.29333674928305103,0.08620689655172414,0.9014778325123153,0.25,0.8853503184713376,0.49019607843137253,0.6952380952380952,0.5416666666666666,0.6384976525821596
0.33,0.75,0.3065134099616858,0.27982066888551216,0.05172413793103448,0.9113300492610837,0.25,0.8853503184713376,0.49019607843137253,0.6857142857142857,0.5416666666666666,0.6291079812206573
0.33,0.77,0.3065134099616858,0.2785143611353289,0.05172413793103448,0.9310344827586207,0.25,0.8853503184713376,0.49019607843137253,0.6761904761904762,0.5416666666666666,0.6197183098591549
0.33,0.79,0.30268199233716475,0.27034133100695634,0.034482758620689655,0.9458128078817734,0.25,0.8853503184713376,0.49019607843137253,0.6666666666666666,0.5416666666666666,0.6103286384976526
0.33,0.81,0.30268199233716475,0.27034133100695634,0.034482758620689655,0.9458128078817734,0.25,0.8853503184713376,0.49019607843137253,0.6666666666666666,0.5416666666666666,0.6103286384976526
0.33,0.83,0.30268199233716475,0.2697080361064988,0.034482758620689655,0.9556650246305419,0.25,0.8853503184713376,0.49019607843137253,0.6666666666666666,0.5416666666666666,0.6009389671361502
0.33,0.85,0.2988505747126437,0.2598530207225859,0.017241379310344827,0.9802955665024631,0.25,0.8853503184713376,0.49019607843137253,0.6476190476190476,0.5416666666666666,0.5915492957746479
